name,age,married,working,past_deliveries,delivery_time
Faraj Gera,36,No,No,5,12-1
Dhriti Baria,33,No,Yes,5,12-1
Nathaniel Goda,18,No,No,1,2-3
Yadavi Pant,54,Yes,No,5,4-5
Ekiya Nagar,41,Yes,No,3,11-12
Alexander Venkatesh,27,Yes,Yes,5,1-2
Daniel Narayanan,37,Yes,No,5,12-1
Sachi Sampath,60,Yes,Yes,1,2-3
Imaran Lanka,24,Yes,No,5,10-11
Ekansh Kalla,65,No,Yes,3,9-10
Harini Chand,31,Yes,Yes,4,1-2
Yutika Ramanathan,20,No,Yes,4,4-5
Ekanta Om,18,No,No,2,4-5
Kavya Hayre,49,Yes,No,3,10-11
Manan Tak,36,No,Yes,4,1-2
Chameli Ramesh,32,No,No,5,3-4
Alexander Venkatesh,27,Yes,Yes,5,1-2
Indali Mohan,44,No,Yes,4,2-3
Ayushman Sehgal,54,No,Yes,2,9-10
Jackson Ganesh,56,Yes,No,3,2-3
Andrew Dayal,19,No,Yes,3,3-4
Gaurangi Butala,63,Yes,No,5,9-10
Suhani Konda,36,No,Yes,4,4-5
Jagat Shetty,27,No,No,2,12-1
Januja Das,39,Yes,Yes,2,11-12
Arjun Dave,39,Yes,No,3,3-4
Jatin De,51,Yes,Yes,5,11-12
Dalbir Chopra,25,No,Yes,4,1-2
Zaid Pall,44,No,No,4,3-4
Mahika Chaudry,59,Yes,Yes,5,1-2
Amol Banik,34,No,Yes,3,3-4
Neel Kulkarni,31,No,No,3,11-12
Naksh Dua,66,No,Yes,3,2-3
Wriddhish Bali,18,No,No,3,2-3
Zaid Kalita,29,No,Yes,5,2-3
Girish Bail,52,Yes,No,5,12-1
Sara Muni,26,No,Yes,4,9-10
Jagat Wagle,40,Yes,Yes,3,3-4
Pahal Prabhu,58,Yes,No,4,11-12
Madhavi Oza,21,Yes,Yes,3,2-3
Ekavir Dey,52,Yes,Yes,4,12-1
Onveer Buch,38,Yes,No,3,10-11
Mekhala Tripathi,25,Yes,No,4,10-11
Udarsh Purohit,25,Yes,No,5,1-2
Qushi Sidhu,51,No,Yes,5,9-10
Shivansh Patel,42,Yes,No,4,12-1
Girindra Kapadia,18,No,Yes,2,4-5
Noah Krishna,52,Yes,Yes,4,12-1
Yahvi Buch,52,Yes,Yes,5,10-11
Jagat Grover,49,Yes,Yes,5,11-12
Saksham Dara,45,Yes,No,4,12-1
Zaid Kalita,29,No,Yes,5,2-3
Rushil Bhargava,42,No,No,2,12-1
Jagat Grover,49,Yes,Yes,5,11-12
Rushil Sankar,20,Yes,Yes,3,10-11
Laban Sharaf,33,No,No,5,12-1
Sai Kapadia,40,No,No,1,9-10
Hardik Ray,27,No,No,3,1-2
Urmi Dasgupta,31,Yes,No,5,2-3
Chandani Dash,19,No,No,5,11-12
Jonathan Dey,63,Yes,No,5,4-5
Rajata Krish,23,Yes,Yes,2,4-5
Leela Lad,55,No,No,2,2-3
Max Lalla,33,No,Yes,5,11-12
Jagdish Singh,47,No,No,5,3-4
Vritti Dubey,37,No,No,3,9-10
Fitan Aurora,28,Yes,Yes,4,9-10
Ishaan Radhakrishnan,65,No,No,1,12-1
Fiyaz Soman,25,Yes,No,1,2-3
Zarna Halder,44,No,No,5,11-12
Leela Oommen,70,Yes,No,4,10-11
Nisha Barad,64,No,Yes,5,9-10
Ikbal Karan,41,Yes,Yes,4,11-12
Atharv Nagy,59,Yes,Yes,4,12-1
Meera Vig,39,No,No,3,9-10
Sneha Zachariah,33,Yes,No,4,12-1
Yash Sant,34,No,Yes,2,11-12
Janani Gera,21,Yes,Yes,4,1-2
Omkaar More,33,No,No,4,10-11
Balendra Chawla,38,No,Yes,3,4-5
Harsh Varkey,30,No,Yes,4,1-2
Jason Ratti,66,No,No,5,9-10
Bhanumati Kaul,20,No,No,4,4-5
Bhavani Chaudry,28,No,Yes,5,10-11
Bina Venkataraman,52,Yes,No,5,11-12
Zansi Warrior,41,No,No,5,2-3
Gaurav Reddy,47,Yes,No,4,1-2
Vamakshi Rastogi,65,Yes,No,4,10-11
Kamala Dhar,61,No,Yes,5,10-11
Adya Karpe,37,Yes,No,3,9-10
Daniel De,61,No,No,0,3-4
Maya Gara,66,No,Yes,2,4-5
Rehaan Wadhwa,42,Yes,No,5,12-1
William Srinivasan,37,Yes,No,2,12-1
Aahana Mohanty,48,No,Yes,4,4-5
Rajeshri Varghese,43,No,No,2,12-1
Veer Mody,51,No,Yes,3,12-1
Ekapad Biswas,28,No,Yes,5,2-3
Daniel Pandey,18,No,No,5,2-3
Ekiya Trivedi,28,Yes,No,0,1-2
Maanas Sodhi,36,No,No,0,11-12
Widisha Nagarajan,25,No,Yes,1,12-1
Nandini Baria,68,No,No,4,2-3
Jagdish Bandi,45,No,No,3,4-5
Advaith Dutt,36,No,No,5,9-10
Gautam Ratta,21,No,Yes,2,4-5
Omkaar More,33,No,No,4,10-11
Hamsini Munshi,19,Yes,No,5,10-11
Harinakshi Dara,32,No,Yes,0,11-12
Vanya Karan,35,Yes,Yes,0,11-12
Triya Padmanabhan,29,No,Yes,2,4-5
Rachit Randhawa,62,Yes,No,5,12-1
Triveni Kant,38,No,No,1,10-11
David Borah,46,No,No,4,2-3
Kevin Swaminathan,54,No,No,5,10-11
Advay Narang,19,Yes,Yes,3,10-11
Anthony Johal,44,Yes,No,3,10-11
Omkaar Sandal,46,No,Yes,4,2-3
Deepa Bhat,35,Yes,No,2,11-12
Chandran D’Alia,37,Yes,No,5,12-1
Watika Mittal,66,No,No,0,4-5
Chandran Jhaveri,29,Yes,No,3,11-12
Ranbir Babu,18,Yes,Yes,4,12-1
Tamanna Narayan,54,No,Yes,3,9-10
Yashodhara Goswami,24,No,Yes,2,10-11
Oliver Joshi,48,No,Yes,4,11-12
Lohit Sankar,59,Yes,No,5,1-2
Rishi Srinivas,70,Yes,No,2,11-12
Unni Misra,26,No,No,0,9-10
Neel Yohannan,34,No,Yes,2,4-5
Dayita Mall,48,Yes,No,4,2-3
Hredhaan Bhalla,65,Yes,Yes,4,3-4
Chandran Jhaveri,29,Yes,No,3,11-12
Keya Shetty,32,No,Yes,4,10-11
Gunbir Ramaswamy,68,Yes,No,2,2-3
Bakhshi Chand,43,Yes,No,3,12-1
Kalpit Garg,38,No,No,2,2-3
Aadi Subramanian,50,Yes,Yes,0,1-2
Omkaar Kala,33,No,Yes,4,3-4
Jhalak Pau,49,Yes,Yes,4,12-1
Pranit Ramaswamy,64,No,Yes,5,11-12
Shivani Barad,68,No,No,5,11-12
Veda Hayer,24,No,No,2,12-1
Kamya Dixit,70,No,Yes,2,9-10
Gaurika Lad,33,Yes,No,5,1-2
Vritti Bobal,46,Yes,No,5,3-4
Edhitha Dara,30,No,Yes,1,10-11
Samarth Magar,55,Yes,No,4,9-10
Kamala Chandra,44,Yes,Yes,5,11-12
Azad Chakraborty,54,Yes,No,5,10-11
Garima Kari,26,No,No,1,3-4
Libni Chaudhary,37,Yes,Yes,4,9-10
Nidhi Chowdhury,33,Yes,No,0,3-4
Gopal Sachar,38,Yes,Yes,5,3-4
Wridesh Lall,70,Yes,Yes,5,2-3
Mohammed Anne,68,Yes,Yes,4,2-3
Baghyawati Bakshi,53,Yes,Yes,3,4-5
Tristan Sant,42,No,Yes,5,3-4
Warhi Apte,56,No,No,3,9-10
Kevin Swaminathan,54,No,No,5,10-11
Zayan Badal,36,Yes,No,5,3-4
Gautami Behl,44,Yes,Yes,3,11-12
Deepa Bhat,35,Yes,No,2,11-12
Eta Gera,34,Yes,Yes,5,10-11
Imaran Lanka,24,Yes,No,5,10-11
Yashoda More,20,Yes,Yes,4,2-3
Urmi Chawla,58,No,Yes,2,4-5
Lajita Rattan,24,Yes,No,3,1-2
Oliver Rattan,47,Yes,Yes,5,4-5
Siddharth Minhas,43,Yes,Yes,5,3-4
Ranveer Srinivasan,31,Yes,No,2,9-10
Avni Ghosh,35,No,Yes,3,4-5
Yutika Sidhu,47,Yes,Yes,5,11-12
Harshil Bajaj,70,Yes,Yes,0,3-4
Umang Bora,40,No,No,5,11-12
Omisha Sanghvi,61,Yes,Yes,4,2-3
Ati Gupta,68,Yes,Yes,2,2-3
Abha Chaudry,49,Yes,No,2,1-2
Libni Chaudhary,37,Yes,Yes,4,9-10
Ishanvi Narasimhan,35,No,No,2,11-12
Anika Singh,25,No,No,4,10-11
Gabriel Banerjee,58,No,No,4,10-11
Kamala Chandra,44,Yes,Yes,5,11-12
Ayush D’Alia,19,Yes,No,4,10-11
Amaira Roy,23,No,Yes,4,11-12
Ekalinga Dubey,29,Yes,No,4,2-3
Ekiya Dara,54,Yes,No,3,1-2
Indrajit Mani,23,Yes,No,3,9-10
Aditya Guha,53,No,No,4,2-3
Anita Tripathi,19,No,No,3,2-3
Agastya Kale,19,No,Yes,4,10-11
Yamini Sami,67,No,No,5,9-10
Warda Shetty,67,Yes,Yes,0,9-10
Adya Mand,28,No,No,3,9-10
Hema Minhas,45,No,Yes,3,1-2
Barkha Palla,53,No,No,5,10-11
Lekha Raghavan,70,Yes,Yes,3,10-11
Advik Khare,19,Yes,No,4,11-12
Nilima Sinha,56,No,Yes,4,4-5
Chameli Ramesh,32,No,No,5,3-4
Chameli Ramesh,32,No,No,5,3-4
Harshil Sachdeva,68,No,No,1,4-5
Harinakshi Pathak,35,Yes,No,4,2-3
Abha Kale,46,Yes,No,2,9-10
Kalpit Apte,48,Yes,No,5,12-1
Ladli Manda,24,No,Yes,4,4-5
Bishakha Arora,51,Yes,Yes,3,4-5
Ucchal Mahal,64,No,No,3,11-12
Zinal Nagy,23,No,Yes,5,11-12
Chakrika Chauhan,63,Yes,No,0,10-11
Qarin Som,41,No,No,5,4-5
Anirudh Srinivas,59,Yes,Yes,2,11-12
Timothy Dash,49,Yes,Yes,5,2-3
Sara Munshi,58,Yes,Yes,3,11-12
Lohit Balan,70,No,No,3,4-5
Tanvi Ray,20,No,No,4,2-3
Dhruv Zachariah,42,Yes,Yes,5,9-10
Vasudha Karnik,56,No,Yes,5,2-3
Oscar Biswas,47,Yes,Yes,2,11-12
Gaurika Lad,33,Yes,No,5,1-2
Brijesh Kalla,46,No,No,3,10-11
Shivansh Varghese,54,Yes,No,3,3-4
Lipika Warrior,20,No,Yes,2,1-2
Dipta Gopal,24,No,No,2,10-11
Fariq Joshi,52,Yes,No,3,9-10
Abeer Dhillon,32,No,Yes,4,1-2
Abdul Saha,48,No,No,4,11-12
Ria Subramanian,27,Yes,No,4,11-12
Mekhala Kakar,45,Yes,No,1,11-12
Aahana Date,57,No,No,4,3-4
Neha Agrawal,18,Yes,Yes,5,9-10
Vinaya Pai,34,Yes,Yes,3,3-4
Harish Jayaraman,33,Yes,No,5,3-4
Shivansh Varghese,54,Yes,No,3,3-4
Dayita Mall,48,Yes,No,4,2-3
Karan Kannan,18,No,Yes,4,2-3
Faraj Gera,36,No,No,5,12-1
Harita Mukhopadhyay,38,Yes,No,4,4-5
Harini Chokshi,35,Yes,Yes,3,12-1
Quincy Date,45,No,Yes,0,3-4
Keya Kapur,24,Yes,Yes,5,3-4
Anirudh Dube,63,Yes,Yes,3,11-12
Saksham Borde,44,Yes,Yes,5,4-5
Vincent Biswas,38,Yes,Yes,2,4-5
Yashawini Dugal,49,Yes,No,5,12-1
Harini Bajaj,65,No,Yes,3,1-2
Ishwar Lala,29,Yes,No,5,11-12
Daniel Konda,30,No,Yes,2,10-11
Kashvi Mukherjee,30,No,Yes,4,10-11
Sanya Sekhon,22,No,No,5,11-12
Gagan Bakshi,56,Yes,No,0,9-10
Lila Narula,27,Yes,Yes,4,2-3
Ansh Gupta,33,Yes,No,4,11-12
Jyoti Varghese,59,No,No,2,11-12
Chandran Vora,68,No,Yes,5,3-4
Aarini Vala,18,Yes,No,4,4-5
Riya Borra,35,No,Yes,5,12-1
Vaishnavi Chowdhury,48,No,Yes,5,2-3
Arya Dalal,54,Yes,Yes,4,11-12
Vaishnavi Soni,64,No,Yes,4,10-11
Maya Ratta,64,No,Yes,2,3-4
Dipta Bava,27,Yes,Yes,5,11-12
Lohit Sankar,59,Yes,No,5,1-2
Logan Om,32,No,No,2,3-4
Aryan Buch,26,No,No,5,2-3
Ethan Shan,23,Yes,No,4,2-3
Inaya Parmar,30,No,No,4,9-10
Azad Doshi,31,No,Yes,5,10-11
Ucchal Vohra,48,No,Yes,4,11-12
Rajeshri Varghese,43,No,No,2,12-1
Ishani Mallick,28,Yes,No,4,9-10
Mekhala Tripathi,25,Yes,No,4,10-11
Fitan Datta,20,No,Yes,3,9-10
Tanveer Salvi,36,Yes,Yes,4,3-4
Odika Mahal,55,Yes,No,1,9-10
Ubika Prakash,55,Yes,No,4,10-11
Jyoti Varghese,59,No,No,2,11-12
Jacob Arya,30,No,No,0,3-4
Ranbir Babu,18,Yes,Yes,4,12-1
Idika Kannan,64,Yes,No,0,4-5
Vivaan Subramaniam,35,No,No,4,4-5
Qadim Shanker,42,Yes,Yes,0,3-4
Rayaan Aggarwal,46,Yes,Yes,4,9-10
Samarth Raman,58,Yes,Yes,4,3-4
Gopal Chacko,69,Yes,Yes,4,9-10
Harsh Mallick,59,No,Yes,4,2-3
Daksh Joshi,39,Yes,Yes,5,3-4
Udant Tandon,66,Yes,Yes,5,9-10
Nathan Lal,20,No,Yes,3,4-5
Ekaja Hayer,68,No,Yes,4,10-11
Jack Sengupta,55,No,Yes,5,11-12
Anika Wadhwa,25,No,No,5,11-12
Quincy Vig,62,No,No,5,2-3
Ryan Grewal,54,Yes,No,5,10-11
Ronith Kuruvilla,27,Yes,Yes,4,11-12
Azad Chakraborty,54,Yes,No,5,10-11
Odika Natt,61,No,Yes,3,10-11
Indrajit Sani,20,No,No,2,11-12
Ria Mander,67,No,No,4,12-1
Geetika Nadkarni,32,Yes,Yes,4,12-1
Anita Dar,53,Yes,Yes,5,9-10
Harita Shankar,24,Yes,No,3,10-11
Qabil Khare,24,No,No,1,12-1
Idika Rai,60,Yes,Yes,2,12-1
Anirudh Srinivas,59,Yes,Yes,2,11-12
Michael Pathak,30,No,No,1,1-2
Shivani Sastry,63,No,No,1,1-2
Noah Prashad,36,Yes,Yes,1,11-12
Nisha Keer,29,No,No,4,9-10
Sai Hari,51,Yes,Yes,4,4-5
Krish Bhardwaj,36,No,No,4,10-11
Kavya Wadhwa,57,Yes,Yes,5,3-4
Pratyush Padmanabhan,42,No,Yes,0,11-12
Inaya Parmar,30,No,No,4,9-10
Nidra Prasad,46,Yes,No,5,3-4
Maya Bassi,52,No,Yes,3,9-10
Gaurav Reddy,47,Yes,No,4,1-2
Ayushman Vohra,60,Yes,Yes,1,3-4
Hitesh Gulati,47,Yes,Yes,4,12-1
Owen Bhalla,61,No,No,2,12-1
Chakrika Kothari,36,Yes,Yes,3,3-4
Xalak Pingle,68,No,No,4,4-5
Leela Oommen,70,Yes,No,4,10-11
Pranav Chawla,22,No,No,1,1-2
Idika Prabhakar,49,Yes,No,0,11-12
Indira Mand,59,No,No,4,9-10
Gabriel Mani,46,Yes,Yes,3,3-4
Madhav Sarkar,34,No,Yes,3,10-11
Yashvi Mukherjee,50,No,Yes,4,9-10
Yashoda Sachdeva,18,No,No,5,4-5
Om Bakshi,67,Yes,No,4,12-1
Maanas Patel,62,Yes,No,4,12-1
Jason Chandra,67,No,Yes,3,10-11
Rajeshri Subramanian,69,No,Yes,3,11-12
Chandran Vora,68,No,Yes,5,3-4
Upadhriti Yohannan,29,No,Yes,2,12-1
Naksh Balakrishnan,35,Yes,No,4,2-3
Baljiwan Joshi,58,Yes,No,5,9-10
Sathvik Koshy,65,No,Yes,4,10-11
Sai Hari,51,Yes,Yes,4,4-5
Vedika Mann,68,Yes,Yes,4,4-5
Jeet Karan,29,No,Yes,5,11-12
Diya Mane,32,No,No,4,10-11
Peter Keer,60,No,Yes,5,10-11
Brinda Kota,47,Yes,Yes,4,1-2
Warinder Chana,62,No,No,5,2-3
Krisha Shan,55,No,No,3,11-12
Ekapad Biswas,28,No,Yes,5,2-3
Forum Dyal,67,Yes,No,2,3-4
Triya Padmanabhan,29,No,Yes,2,4-5
Eesha Aurora,63,No,Yes,3,10-11
Vrinda Dara,22,Yes,Yes,4,11-12
Bhavini Ravi,42,No,Yes,4,1-2
Bhavya Wable,40,No,No,0,1-2
Krishna Dubey,22,Yes,Yes,3,1-2
Wishi Tank,30,No,No,2,12-1
Falan Shah,26,Yes,Yes,4,11-12
Theodore Kaur,48,No,Yes,3,1-2
Abeer Soni,58,No,No,4,2-3
Ayush D’Alia,19,Yes,No,4,10-11
Advika Mishra,22,No,Yes,3,1-2
Omaja Dada,43,Yes,Yes,3,12-1
Yasti Doctor,41,No,Yes,5,2-3
Bhavani Sachdeva,34,Yes,No,5,4-5
Anika Singh,25,No,No,4,10-11
Vasudha Nanda,67,Yes,No,2,4-5
Mohammed Anne,68,Yes,Yes,4,2-3
Vivaan Subramaniam,35,No,No,4,4-5
Isha Saran,42,Yes,No,0,12-1
Ikshita Sachar,30,No,No,5,3-4
Fiyaz Shetty,49,No,No,4,4-5
Arya Cherian,68,No,Yes,4,10-11
Jai Viswanathan,40,Yes,No,5,12-1
Radhika Mann,40,No,No,5,1-2
Vinaya Dani,45,No,Yes,5,1-2
Avni Raghavan,19,Yes,No,2,3-4
Anita Bera,32,Yes,Yes,4,10-11
Raagini Baral,66,No,Yes,5,11-12
Upma Suri,35,No,Yes,4,9-10
Gunbir Panchal,28,No,No,4,12-1
Anita Bir,45,Yes,Yes,0,10-11
Eesha Sidhu,54,No,No,4,10-11
Gavin Chahal,67,Yes,No,1,4-5
Kala Edwin,44,Yes,Yes,2,12-1
Barkha Palla,53,No,No,5,10-11
Veda Prasad,66,No,No,0,12-1
Matthew Patel,33,Yes,No,1,12-1
Lila Chacko,21,No,Yes,5,1-2
Vinaya Dani,45,No,Yes,5,1-2
Ishwar Lala,29,Yes,No,5,11-12
Sanaya Garg,21,Yes,Yes,0,11-12
Ranveer Srinivasan,31,Yes,No,2,9-10
Amara Tiwari,26,Yes,No,4,12-1
Nidra Borra,62,No,Yes,0,4-5
Lekha Shetty,70,Yes,Yes,4,3-4
Hemang Kashyap,63,Yes,No,5,9-10
Shravya Balakrishnan,46,No,No,0,3-4
Mohini Dhaliwal,45,No,No,5,12-1
Chameli Gupta,59,Yes,No,5,2-3
Advaith Dyal,48,Yes,Yes,5,3-4
Avi Parmar,66,Yes,No,3,4-5
Kamya Loke,70,No,No,2,10-11
Harish Jayaraman,33,Yes,No,5,3-4
Harrison Dhar,41,No,No,3,2-3
Devansh Kuruvilla,62,No,Yes,5,12-1
Qabil Ganguly,36,No,No,3,3-4
Rehaan Sekhon,30,No,No,4,3-4
Chandran Ben,22,No,No,3,3-4
Ria Babu,48,Yes,No,2,12-1
Lipika Arya,24,Yes,Yes,4,4-5
Upkaar Sampath,33,No,No,2,3-4
Aachal Saran,65,No,No,4,9-10
Gaurangi Dalal,61,No,No,4,4-5
Vinaya Sood,68,Yes,No,4,9-10
Libni Sem,47,Yes,Yes,3,11-12
Ekavir Dey,52,Yes,Yes,4,12-1
Qasim Cherian,26,No,No,4,2-3
Bimala Walia,60,No,No,4,4-5
Avni Ghosh,35,No,Yes,3,4-5
Caleb Chandran,27,No,Yes,4,9-10
Leena Parikh,47,No,No,4,11-12
Mitali Batra,50,Yes,No,3,1-2
Chasmum Upadhyay,26,No,Yes,4,12-1
Nakul Dara,52,No,No,5,4-5
Zaid Kalita,29,No,Yes,5,2-3
Agastya Muni,27,No,No,4,4-5
Indali Vora,34,No,No,5,2-3
Chandran Magar,32,Yes,Yes,4,3-4
Yutika Buch,53,Yes,No,4,3-4
Oliver Patla,37,No,No,0,2-3
Vivaan Menon,20,No,Yes,3,12-1
Anusha Chakrabarti,45,Yes,No,5,4-5
Agastya Muni,27,No,No,4,4-5
Amruta Wadhwa,36,Yes,No,5,4-5
Reva Mani,52,No,No,3,3-4
Frederick Saraf,42,No,No,4,3-4
Chandresh Vasa,27,Yes,No,1,10-11
Mohammed Anne,68,Yes,Yes,4,2-3
Edhitha Chowdhury,52,No,No,5,1-2
Yash Agarwal,44,No,No,4,10-11
Krishna Basak,34,No,Yes,2,11-12
Oliver Rattan,47,Yes,Yes,5,4-5
Fitan Aurora,28,Yes,Yes,4,9-10
Jairaj Shan,61,No,No,4,11-12
Aarav Dutt,31,Yes,Yes,3,1-2
Aayush Chadha,52,Yes,No,1,9-10
Jason Chandra,67,No,Yes,3,10-11
Teerth Behl,32,Yes,No,3,12-1
Sai Kara,61,Yes,No,5,3-4
Xiti Walia,61,Yes,Yes,4,9-10
Samesh Jain,34,No,Yes,2,9-10
Harsh Mallick,59,No,Yes,4,2-3
Owen Swamy,56,No,No,0,4-5
Abeer Soni,58,No,No,4,2-3
Rachita Wagle,69,No,Yes,5,3-4
Praneel Narasimhan,59,No,Yes,4,1-2
Ryan Grewal,54,Yes,No,5,10-11
Ekaja Mander,42,No,No,2,11-12
Krishna Dubey,22,Yes,Yes,3,1-2
Jason Nayak,39,Yes,No,5,3-4
Osha Subramanian,68,No,No,0,2-3
Rehaan Wadhwa,42,Yes,No,5,12-1
Omisha Khanna,41,No,Yes,4,10-11
Barkha Palla,53,No,No,5,10-11
Lohit Kalla,46,No,No,5,1-2
Devansh Choudhry,42,No,No,4,10-11
Turvi Sabharwal,63,Yes,No,1,12-1
Nikita Pal,26,No,Yes,4,11-12
Bhanumati Kaul,20,No,No,4,4-5
Keya Kapur,24,Yes,Yes,5,3-4
Wahab Ben,30,Yes,No,3,11-12
Amara Tank,30,Yes,No,5,11-12
Balvan Handa,64,Yes,No,5,1-2
Dhruv Vig,39,No,No,1,1-2
Lakshmi Wadhwa,26,Yes,No,4,12-1
Hemani Shukla,21,Yes,Yes,3,2-3
Siddharth Rana,65,No,No,5,10-11
Kevin Dyal,19,No,No,3,3-4
Logan Palla,50,Yes,Yes,3,4-5
Laksh Suri,60,No,No,5,11-12
Alexander Bajaj,31,No,Yes,5,9-10
Laban Bora,35,No,No,3,12-1
Yatin Keer,29,No,Yes,2,2-3
Anika Wadhwa,25,No,No,5,11-12
Advik Nagi,39,No,Yes,2,12-1
Dakshesh Sandal,29,Yes,Yes,3,2-3
Ekaraj Kalla,54,Yes,Yes,3,11-12
Hardik Ray,27,No,No,3,1-2
Lekha Raghavan,70,Yes,Yes,3,10-11
Nikita Minhas,61,No,Yes,5,2-3
Jagdish Karnik,28,Yes,Yes,1,3-4
Ishanvi Majumdar,51,No,Yes,2,2-3
Rudra Bahl,67,No,Yes,3,11-12
Kabir Ravel,59,No,No,1,9-10
Tanveer Deol,48,No,No,2,11-12
Ryan Swamy,64,No,Yes,2,10-11
Dominic Dave,51,Yes,No,3,10-11
Jhalak Narang,31,No,Yes,0,9-10
Vaishnavi Prabhakar,63,No,No,3,11-12
Meghana Shanker,27,No,Yes,4,10-11
Maanas Loyal,42,No,Yes,0,1-2
Samar Parikh,48,No,Yes,3,11-12
Fariq Roy,51,No,Yes,2,10-11
Tamanna Lall,57,No,Yes,2,10-11
Vrishti Saran,36,No,Yes,3,1-2
Yashoda Anne,18,No,No,2,12-1
Vivaan Menon,20,No,Yes,3,12-1
Ganga Desai,54,No,No,5,12-1
Yatan Sant,65,No,Yes,5,4-5
Vidhi Dewan,35,No,No,5,11-12
Eesha Sidhu,54,No,No,4,10-11
Pratyush Pingle,59,Yes,No,4,9-10
Daniel Merchant,70,Yes,Yes,4,1-2
Gaurang Hegde,67,Yes,No,4,1-2
Yashasvi Venkatesh,40,Yes,Yes,5,4-5
Zinal Nagy,23,No,Yes,5,11-12
Balveer Nagar,69,Yes,No,5,9-10
Meera Issac,66,No,Yes,5,1-2
Xavier Hayer,23,Yes,Yes,4,11-12
Alka Jaggi,51,No,Yes,4,10-11
Aachal Saran,65,No,No,4,9-10
Priya Kibe,39,Yes,No,1,12-1
Aarush Gandhi,45,Yes,No,4,4-5
Anita Sule,42,Yes,Yes,3,9-10
Samesh Rastogi,54,No,Yes,4,2-3
Balvan Boase,31,Yes,Yes,5,2-3
Nidra Prasad,46,Yes,No,5,3-4
Veda Palan,26,Yes,Yes,4,9-10
Zinal Dayal,36,No,No,5,9-10
Chanakya Kaul,30,Yes,Yes,2,11-12
Samar Parikh,48,No,Yes,3,11-12
Ladli Manda,24,No,Yes,4,4-5
Naksh Chopra,42,No,Yes,5,10-11
Laksh More,31,Yes,Yes,3,1-2
Advik Khare,19,Yes,No,4,11-12
Zinal Dalal,48,Yes,No,3,3-4
Vrishti Ahuja,32,No,No,2,11-12
Harshil Edwin,41,No,No,3,2-3
Udarsh Purohit,25,Yes,No,5,1-2
Chatura Dube,36,No,Yes,5,1-2
Samuel Nayar,61,No,No,2,11-12
Turvi Vyas,67,No,No,5,4-5
Indali Mohan,44,No,Yes,4,2-3
Parth Ravi,25,No,No,4,12-1
Lopa Vasa,52,Yes,Yes,5,4-5
Ranbir Srivastava,45,No,No,4,12-1
Raagini Goswami,60,No,Yes,5,2-3
Dev Gaba,62,No,Yes,5,4-5
Aryan Jaggi,36,No,No,3,12-1
Balhaar Kapoor,59,No,No,5,2-3
Laksh Comar,63,No,No,5,4-5
Qarin Sarkar,23,No,No,2,12-1
Kiaan Dugal,19,No,No,5,9-10
Radhika Nori,50,No,Yes,4,3-4
Matthew Cherian,38,No,Yes,5,3-4
Daniel Joshi,38,No,Yes,2,10-11
Kevin Narang,57,No,Yes,4,1-2
Riya Sahni,65,No,Yes,4,4-5
Ucchal Vohra,48,No,Yes,4,11-12
Harish Oak,21,No,No,5,11-12
Varenya Mukherjee,20,Yes,Yes,2,4-5
Amrita Wadhwa,52,Yes,Yes,3,3-4
Frederick Saraf,42,No,No,4,3-4
Onkar Vyas,67,Yes,Yes,5,2-3
Wridesh Bajwa,60,No,No,3,9-10
Eshana Panchal,65,Yes,Yes,3,10-11
William Sridhar,33,Yes,No,5,2-3
Tamanna Dutta,27,No,Yes,3,1-2
Falak Choudhury,59,No,No,3,12-1
Pratyush Butala,62,Yes,Yes,3,2-3
Naksh Chopra,42,No,Yes,5,10-11
Nidra Prashad,32,No,No,2,10-11
Xavier Joshi,27,No,No,4,2-3
Ekaja Dey,54,No,No,1,12-1
Bhanumati Gara,52,Yes,No,5,12-1
Chavvi Merchant,30,Yes,Yes,5,9-10
Vrinda Venkatesh,54,Yes,No,4,12-1
Zaid Tata,34,Yes,Yes,1,1-2
Yashica Salvi,32,Yes,No,5,10-11
Kevin Chakraborty,53,Yes,Yes,4,12-1
Sai Bakshi,42,No,No,5,10-11
Harita Doctor,45,Yes,No,5,2-3
Aadi Khosla,18,No,No,2,11-12
Gauri Sunder,24,No,Yes,4,11-12
Turvi Patil,20,Yes,No,5,12-1
Amaira Modi,26,Yes,Yes,1,4-5
Anusha Varma,45,No,Yes,3,11-12
Damini Banerjee,27,Yes,No,3,12-1
Krisha Lala,34,Yes,Yes,5,10-11
Rayaan Pathak,20,No,Yes,3,11-12
Ojasvi Balakrishnan,21,No,Yes,4,1-2
Andrew Gour,65,No,No,1,12-1
Reva Goda,25,No,No,3,9-10
Kritika Mistry,26,No,No,0,3-4
Aachal Saran,65,No,No,4,9-10
Chasmum Upadhyay,26,No,Yes,4,12-1
Samarth Raman,58,Yes,Yes,4,3-4
Bhavini Ravi,42,No,Yes,4,1-2
Aryan Pillai,31,Yes,Yes,4,9-10
Anita Bera,32,Yes,Yes,4,10-11
Lohit Kapur,21,No,Yes,4,1-2
Rajata Shanker,28,No,No,4,9-10
Niharika Nori,50,Yes,No,5,1-2
Gunbir Deep,43,Yes,No,3,2-3
Falguni Shroff,66,No,Yes,5,10-11
Balvan Walla,43,No,No,4,3-4
Nathaniel Nadkarni,20,Yes,No,4,12-1
Guneet Virk,70,Yes,No,4,12-1
Upma Ghose,68,Yes,Yes,4,10-11
